Direct solar radiation mean [W/m2],Date,monthly_mean
170.3,2022-08-15,177.31290322580645
320.8,2022-08-16,177.31290322580645
187.1,2022-08-17,177.31290322580645
50.5,2022-08-18,177.31290322580645
61.0,2022-08-19,177.31290322580645
68.2,2022-08-20,177.31290322580645
131.8,2022-08-21,177.31290322580645
100.3,2022-08-22,177.31290322580645
383.5,2022-08-23,177.31290322580645
252.8,2022-08-24,177.31290322580645
422.1,2022-08-25,177.31290322580645
371.7,2022-08-26,177.31290322580645
156.1,2022-08-27,177.31290322580645
385.6,2022-08-28,177.31290322580645
215.2,2022-08-29,177.31290322580645
99.7,2022-08-30,177.31290322580645
125.6,2022-08-31,177.31290322580645
127.2,2022-09-01,57.2
3.1,2022-09-02,57.2
6.1,2022-09-03,57.2
25.0,2022-09-04,57.2
95.9,2022-09-05,57.2
67.4,2022-09-06,57.2
68.7,2022-09-07,57.2
155.2,2022-09-08,57.2
137.9,2022-09-09,57.2
125.2,2022-09-10,57.2
5.3,2022-09-11,57.2
114.6,2022-09-12,57.2
1.1,2022-09-13,57.2
0.1,2022-09-14,57.2
0.0,2022-09-15,57.2
0.1,2022-09-16,57.2
0.0,2022-09-17,57.2
0.0,2022-09-18,57.2
-0.1,2022-09-19,57.2
28.4,2022-09-20,57.2
66.5,2022-09-21,57.2
234.6,2022-09-22,57.2
85.3,2022-09-23,57.2
50.1,2022-09-24,57.2
177.2,2022-09-25,57.2
0.2,2022-09-26,57.2
0.2,2022-09-27,57.2
0.1,2022-09-28,57.2
139.4,2022-09-29,57.2
1.2,2022-09-30,57.2
26.1,2022-10-01,48.012903225806454
0.8,2022-10-02,48.012903225806454
0.6,2022-10-03,48.012903225806454
1.0,2022-10-04,48.012903225806454
1.4,2022-10-05,48.012903225806454
92.0,2022-10-06,48.012903225806454
237.5,2022-10-07,48.012903225806454
109.5,2022-10-08,48.012903225806454
188.8,2022-10-09,48.012903225806454
69.0,2022-10-10,48.012903225806454
0.0,2022-10-11,48.012903225806454
133.0,2022-10-12,48.012903225806454
1.3,2022-10-13,48.012903225806454
1.4,2022-10-14,48.012903225806454
5.6,2022-10-15,48.012903225806454
