Date,Precipitation amount [mm],Snow depth [cm],Average temperature [°C],cloud_cover_code
2019-01-01,1.8,19,-5.2,8
2019-01-02,-1,21,-15.4,8
2019-01-03,2.4,20,-23.3,0
2019-01-04,0.9,24,-9.8,8
2019-01-05,-1,23,-9.9,8
2019-01-06,4.2,22,-7.5,7
2019-01-07,0.2,23,-4.4,8
2019-01-08,0.4,23,-6.5,0
2019-01-09,-1,23,-10,7
2019-01-10,3,23,-16.7,0
2019-01-11,2.3,27,-2.5,7
2019-01-12,0.3,28,-3.1,8
2019-01-13,0.1,28,-13.4,1
2019-01-14,-1,27,-16.6,8
2019-01-15,2.4,26,-11.8,8
2019-01-16,3.6,30,-12.6,0
2019-01-17,1,34,-13.8,7
2019-01-18,-1,34,-12.9,7
2019-01-19,-1,33,-18.5,7
2019-01-20,-1,33,-27.5,3
2019-01-21,-1,32,-30.2,4
2019-01-22,-1,33,-19.7,8
2019-01-23,-1,32,-23.1,8
2019-01-24,-1,31,-29.1,1
2019-01-25,-1,32,-31.1,8
2019-01-26,-1,31,-34,8
2019-01-27,0.5,33,-29.3,0
2019-01-28,-1,34,-25,2
2019-01-29,1.7,34,-15.9,3
2019-01-30,2.6,36,-10.3,8
2019-01-31,-1,40,-11.3,7
2019-02-01,-1,38,-16.8,8
2019-02-02,-1,37,-33.2,0
2019-02-03,-1,37,-32.6,0
2019-02-04,3.2,38,-18.1,7
2019-02-05,0.3,48,-17.7,8
2019-02-06,-1,46,-29.6,3
2019-02-07,1.1,44,-22.6,0
2019-02-08,3.8,43,-11.7,8
2019-02-09,4.7,46,-7.9,8
2019-02-10,4.1,49,-1.6,8
2019-02-11,-1,49,-1.6,8
2019-02-12,-1,48,-11.4,8
2019-02-13,-1,47,-12.5,8
2019-02-14,3.2,47,-8.5,8
2019-02-15,0.4,50,-0.9,6
2019-02-16,0.8,49,-2,7
2019-02-17,-1,49,-5.3,8
2019-02-18,3.6,48,-12.8,0
2019-02-19,4.5,51,-6.4,8
2019-02-20,2.8,55,-9.2,8
2019-02-21,-1,57,-22,0
2019-02-22,1.6,56,-18.3,0
2019-02-23,-1,56,-0.9,8
2019-02-24,0.8,54,-1.8,7
2019-02-25,0.3,52,-1.2,0
2019-02-26,1.6,51,-6.1,7
2019-02-27,1.7,52,0.6,8
2019-02-28,-1,53,-8.9,8
2019-03-01,0.4,53,-11.6,7
2019-03-02,-1,52,-15.6,0
2019-03-03,-1,52,-23.7,0
2019-03-04,0.5,53,-22.8,7
2019-03-05,-1,53,-17.2,8
2019-03-06,-1,53,-15.9,5
2019-03-07,0.1,52,-11.5,8
2019-03-08,9.8,52,-11.5,0
2019-03-09,11.4,65,-5.8,8
2019-03-10,3.8,77,-5.9,8
2019-03-11,-1,79,-7.4,7
2019-03-12,-1,76,-15.8,0
2019-03-13,-1,75,-18.3,0
2019-03-14,0.1,73,-7.3,6
2019-03-15,2.2,71,-1.3,8
2019-03-16,2.7,73,0.1,8
2019-03-17,3.1,71,0.2,8
2019-03-18,5.4,74,-0.1,8
2019-03-19,-1,78,-1,8
2019-03-20,0.3,76,-4.2,1
2019-03-21,4.7,74,-1.9,8
2019-03-22,0.5,80,-1.7,8
2019-03-23,2.5,78,0.4,8
2019-03-24,1.9,77,0.5,0
2019-03-25,-1,75,-2.4,7
2019-03-26,-1,74,-7.4,0
2019-03-27,1.1,73,-7.9,0
2019-03-28,-1,73,-1.2,6
2019-03-29,1.9,72,3.7,7
2019-03-30,0.5,66,-0.6,3
2019-03-31,0.1,67,-2.3,3
2019-04-01,0.2,67,-2.6,5
2019-04-02,-1,67,1.1,7
2019-04-03,-1,66,1.4,0
2019-04-04,7.8,66,-1,7
2019-04-05,-1,69,-2.3,0
2019-04-06,-1,68,-2.2,0
2019-04-07,1.2,68,-0.4,0
2019-04-08,2.1,68,-2,8
2019-04-09,-1,71,-3.6,6
2019-04-10,-1,70,-3.6,0
2019-04-11,-1,69,-4.3,2
2019-04-12,-1,68,1.4,8
2019-04-13,-1,67,2,8
2019-04-14,-1,66,3.3,7
2019-04-15,-1,63,2.8,0
2019-04-16,-1,59,0.7,0
2019-04-17,-1,57,2.3,2
2019-04-18,-1,54,2,0
2019-04-19,-1,51,2.1,2
2019-04-20,-1,48,2.5,0
2019-04-21,-1,44,4.8,4
2019-04-22,-1,39,5.6,2
2019-04-23,-1,35,8.2,8
2019-04-24,-1,29,6.8,0
2019-04-25,-1,26,6.9,7
2019-04-26,-1,22,6.7,0
2019-04-27,-1,18,1.7,0
2019-04-28,-1,16,1.4,0
2019-04-29,-1,14,3.4,5
2019-04-30,2.4,11,3.9,6
2019-05-01,3,10,-0.5,8
2019-05-02,4.1,11,-2.5,2
2019-05-03,0.5,13,-2,8
2019-05-04,-1,12,-0.4,8
2019-05-05,-1,10,0.6,8
2019-05-06,-1,10,2.3,0
2019-05-07,2.8,6,2.9,0
2019-05-08,2.6,4,2.3,8
2019-05-09,-1,-1,5.9,6
2019-05-10,2.4,-1,5.5,1
2019-05-11,1.2,-1,8.2,8
2019-05-12,1.7,-1,9.6,7
2019-05-13,0.1,-1,4.8,8
2019-05-14,0.7,-1,4.3,8
2019-05-15,-1,-1,4.9,6
2019-05-16,-1,-1,7.5,7
2019-05-17,-1,-1,8,0
2019-05-18,-1,-1,9,0
2019-05-19,-1,-1,9.5,2
2019-05-20,0.1,-1,9.5,7
2019-05-21,1.4,-1,10.7,7
2019-05-22,-1,-1,4,7
2019-05-23,-1,-1,3.7,8
2019-05-24,1.5,-1,5.9,0
2019-05-25,10.6,-1,4.7,7
2019-05-26,0.5,-1,6.3,8
2019-05-27,0.9,-1,6.6,8
2019-05-28,-1,-1,6.5,8
2019-05-29,6.2,-1,7.7,8
2019-05-30,1,-1,9.3,8
2019-05-31,4.7,-1,7,5
2019-06-01,0.6,-1,8.7,7
2019-06-02,0.8,-1,8.6,7
2019-06-03,8.1,-1,8.2,4
2019-06-04,1,-1,10.3,8
2019-06-05,0.5,-1,13.1,8
2019-06-06,3.1,-1,15.3,7
2019-06-07,2.5,-1,18.5,0
2019-06-08,0.5,-1,20.2,0
2019-06-09,3.8,-1,17.8,0
2019-06-10,2.6,-1,12.8,0
2019-06-11,0.4,-1,5.1,7
2019-06-12,-1,-1,7.5,8
2019-06-13,-1,-1,10.6,0
2019-06-14,-1,-1,14.5,0
2019-06-15,-1,-1,14.7,0
2019-06-16,-1,-1,16.5,0
2019-06-17,0.9,-1,15.6,0
2019-06-18,2.5,-1,15.6,0
2019-06-19,-1,-1,13.6,7
2019-06-20,5.7,-1,13.8,1
2019-06-21,9.2,-1,13.8,8
2019-06-22,0.5,-1,16,7
2019-06-23,11.7,-1,8.9,8
2019-06-24,-1,-1,11.1,8
2019-06-25,3.2,-1,11.7,0
2019-06-26,-1,-1,13.8,0
2019-06-27,9.3,-1,11.3,6
2019-06-28,-1,-1,9.4,5
2019-06-29,8.2,-1,9.3,7
2019-06-30,-1,-1,9.6,0
2019-07-01,15.4,-1,8.9,0
2019-07-02,-1,-1,14.1,8
2019-07-03,14.9,-1,12.1,8
2019-07-04,7.7,-1,11.1,8
2019-07-05,13.8,-1,11.1,8
2019-07-06,1.8,-1,10.6,8
2019-07-07,2.8,-1,12.1,8
2019-07-08,-1,-1,11.9,0
2019-07-09,-1,-1,13.3,8
2019-07-10,-1,-1,9.6,0
2019-07-11,0.3,-1,9.2,2
2019-07-12,0.3,-1,9.8,0
2019-07-13,-1,-1,9.5,8
2019-07-14,1.3,-1,9.4,6
2019-07-15,1,-1,10,5
2019-07-16,0.9,-1,11.2,8
2019-07-17,0.4,-1,11.5,7
2019-07-18,11,-1,12.1,0
2019-07-19,0.1,-1,12.6,8
2019-07-20,-1,-1,16.3,6
2019-07-21,-1,-1,17.6,0
2019-07-22,-1,-1,18.9,0
2019-07-23,-1,-1,20.2,0
2019-07-24,-1,-1,20,2
2019-07-25,-1,-1,21.1,0
2019-07-26,-1,-1,23.2,0
2019-07-27,-1,-1,21.3,0
2019-07-28,-1,-1,11.6,4
2019-07-29,0.3,-1,7.9,8
2019-07-30,-1,-1,8.6,6
2019-07-31,-1,-1,8.4,8
2019-08-01,0.3,-1,9.4,0
2019-08-02,0.3,-1,8.3,8
2019-08-03,-1,-1,8.1,7
2019-08-04,-1,-1,8.8,8
2019-08-05,4.4,-1,7.3,7
2019-08-06,-1,-1,8.5,8
2019-08-07,0.4,-1,10.4,8
2019-08-08,-1,-1,9.4,8
2019-08-09,0.2,-1,10.4,8
2019-08-10,-1,-1,11.5,2
2019-08-11,-1,-1,11.9,0
2019-08-12,0.9,-1,13.5,7
2019-08-13,3.1,-1,13.7,8
2019-08-14,15.7,-1,13.7,8
2019-08-15,9.8,-1,12.3,8
2019-08-16,-1,-1,12.8,8
2019-08-17,-1,-1,13.8,6
2019-08-18,-1,-1,16.5,7
2019-08-19,-1,-1,14.4,7
2019-08-20,0.7,-1,15,7
2019-08-21,-1,-1,12.9,0
2019-08-22,0.1,-1,11.8,0
2019-08-23,7.4,-1,12.4,7
2019-08-24,5.2,-1,11,8
2019-08-25,24.3,-1,9.1,5
2019-08-26,-1,-1,12.3,8
2019-08-27,-1,-1,10,0
2019-08-28,-1,-1,15.7,3
2019-08-29,-1,-1,16.2,0
2019-08-30,0.1,-1,17,0
2019-08-31,-1,-1,16.5,6
2019-09-01,-1,-1,14.5,7
2019-09-02,2,-1,15.3,0
2019-09-03,-1,-1,11.9,8
2019-09-04,1.2,-1,10.4,0
2019-09-05,3.7,-1,12.4,8
2019-09-06,-1,-1,12.2,8
2019-09-07,3.7,-1,10,0
2019-09-08,0.2,-1,10.2,6
2019-09-09,-1,-1,10.3,8
2019-09-10,-1,-1,12.3,8
2019-09-11,1.9,-1,15.4,8
2019-09-12,3.2,-1,13,6
2019-09-13,15.7,-1,9.6,8
2019-09-14,-1,-1,4.8,8
2019-09-15,0.3,-1,2.2,0
2019-09-16,1.3,-1,4.7,0
2019-09-17,0.4,-1,4.2,8
2019-09-18,-1,-1,0.6,7
2019-09-19,0.1,-1,0,0
2019-09-20,0.1,-1,2.1,6
2019-09-21,-1,-1,1.5,0
2019-09-22,-1,-1,1.8,0
2019-09-23,-1,-1,1.8,7
2019-09-24,-1,-1,0.3,1
2019-09-25,4.2,-1,1.8,0
2019-09-26,-1,-1,6.2,8
2019-09-27,-1,-1,5.1,4
2019-09-28,-1,-1,8,8
2019-09-29,6.3,-1,7.6,8
2019-09-30,-1,-1,7.6,8
2019-10-01,0.7,-1,6.3,8
2019-10-02,-1,-1,1.4,7
2019-10-03,-1,-1,-0.9,0
2019-10-04,-1,-1,-0.8,8
2019-10-05,0.1,-1,1.2,7
2019-10-06,1.8,-1,2.4,8
2019-10-07,1.2,-1,2,8
2019-10-08,5.7,-1,0.2,8
2019-10-09,0.9,-1,1.3,8
2019-10-10,0.9,-1,0.3,7
2019-10-11,5.8,-1,0.3,8
2019-10-12,6.3,-1,0.5,8
2019-10-13,3.1,-1,0.8,8
2019-10-14,1.4,-1,0.4,8
2019-10-15,2.4,-1,0.1,8
2019-10-16,0.2,-1,0.2,8
2019-10-17,-1,-1,-0.8,8
2019-10-18,2.7,-1,-0.1,8
2019-10-19,5.4,-1,0.6,8
2019-10-20,-1,3,-4.2,8
2019-10-21,0.9,3,-3.2,8
2019-10-22,4.5,4,0.6,7
2019-10-23,0.1,2,1.4,8
2019-10-24,5.5,-1,0.2,8
2019-10-25,40,-1,1.9,8
2019-10-26,4.2,-1,0.1,8
2019-10-27,-1,5,-7.5,7
2019-10-28,0.5,4,-10.1,8
2019-10-29,-1,4,-5.3,8
2019-10-30,3,4,-9.2,8
2019-10-31,0.8,8,-5.6,8
2019-11-01,-1,9,-7.5,8
2019-11-02,4.2,9,-5.6,8
2019-11-03,2.1,12,-3.3,8
2019-11-04,-1,14,-12.2,8
2019-11-05,-1,14,-9.3,8
2019-11-06,-1,12,-13.4,8
2019-11-07,0.3,11,-13.4,8
2019-11-08,0.2,13,-10.9,8
2019-11-09,3.4,14,-14.1,6
2019-11-10,0.5,20,-8.6,8
2019-11-11,12.6,19,-5.4,8
2019-11-12,2,33,-5,8
2019-11-13,3.7,32,-2.3,8
2019-11-14,11.1,31,-0.5,8
2019-11-15,-1,33,-2.4,8
2019-11-16,-1,32,-2.4,8
2019-11-17,-1,31,-3.8,8
2019-11-18,0.1,28,-2.5,8
2019-11-19,0.2,30,-1.6,8
2019-11-20,1.8,29,0.9,8
2019-11-21,-1,25,1.2,8
2019-11-22,-1,23,0.7,8
2019-11-23,0.6,22,-0.5,8
2019-11-24,2.4,22,-1.5,8
2019-11-25,0.1,24,-0.8,8
2019-11-26,0.5,24,-1.4,8
2019-11-27,-1,24,-14.5,0
2019-11-28,11.2,24,-13.2,1
2019-11-29,2.6,35,-4.4,8
2019-11-30,0.2,36,-10.9,8
2019-12-01,0.8,36,-11.3,6
2019-12-02,1.2,38,-4.9,8
2019-12-03,2,37,-8.4,0
2019-12-04,6.1,38,-6.6,8
2019-12-05,1.3,39,0.8,8
2019-12-06,-1,38,-1.4,8
2019-12-07,0.1,37,-2.4,8
2019-12-08,0.1,37,-3.5,8
2019-12-09,2.2,37,-6,8
2019-12-10,-1,40,-14.5,8
2019-12-11,3.4,40,-11.6,0
2019-12-12,0.4,42,0.9,8
2019-12-13,0.5,41,-0.8,8
2019-12-14,0.4,39,-0.2,8
2019-12-15,4.6,40,-1.1,8
2019-12-16,11.9,46,-2.2,7
2019-12-17,0.1,57,-2.7,8
2019-12-18,-1,55,-2.5,8
2019-12-19,-1,53,-5.6,7
2019-12-20,3.3,51,-11.6,0
2019-12-21,4.2,55,-4.5,8
2019-12-22,2,57,-3.2,8
2019-12-23,3.8,56,-1.4,8
2019-12-24,1,58,-1.8,8
2019-12-25,-1,59,-2.8,8
2019-12-26,0.1,55,-7,8
2019-12-27,-1,57,-15.5,7
2019-12-28,0.4,56,-16.2,0
2019-12-29,7.5,56,-2,8
2019-12-30,3.3,60,0.3,8
2019-12-31,-1,58,-11.2,7
2020-01-01,1,57,-14.4,0
2020-01-02,0.4,59,0.4,8
2020-01-03,0.3,58,1.7,7
2020-01-04,0.2,55,-4.2,0
2020-01-05,1.4,54,-15.3,0
2020-01-06,2.1,56,-4.4,7
2020-01-07,0.9,57,0,8
2020-01-08,1.6,56,1.5,7
2020-01-09,-1,54,-0.8,5
2020-01-10,-1,53,-5.4,7
2020-01-11,3.4,53,-4.2,0
2020-01-12,0.8,57,-0.5,8
2020-01-13,-1,58,-6.3,5
2020-01-14,3.1,58,-1.9,8
2020-01-15,1.5,61,0.2,8
2020-01-16,1.1,61,-5.7,8
2020-01-17,1.1,60,-7.8,8
2020-01-18,15.2,62,-7.7,7
2020-01-19,-1,76,-5.9,8
2020-01-20,1.3,75,-2.8,8
2020-01-21,1,74,-1.5,8
2020-01-22,0.1,73,-7.2,0
2020-01-23,4.8,73,-15,0
2020-01-24,3.5,82,-9.1,8
2020-01-25,-1,84,-18.4,0
2020-01-26,-1,83,-27.1,7
2020-01-27,-1,81,-30.8,0
2020-01-28,1.3,79,-19.8,1
2020-01-29,0.4,81,-11.5,8
2020-01-30,0.1,81,-9,8
2020-01-31,-1,81,-12.2,8
2020-02-01,0.9,81,-16.3,8
2020-02-02,1.1,82,-11.3,8
2020-02-03,0.1,83,-8.3,7
2020-02-04,-1,82,-22,0
2020-02-05,0.5,81,-19.6,7
2020-02-06,-1,82,-14.4,0
2020-02-07,1.6,81,-13,0
2020-02-08,0.1,83,-4.4,0
2020-02-09,2.1,82,-0.2,8
2020-02-10,2,82,1.3,7
2020-02-11,1.5,79,1.1,8
2020-02-12,0.1,77,-0.3,8
2020-02-13,3.3,78,-0.3,8
2020-02-14,1.2,80,-2.7,8
2020-02-15,1.5,83,-4.6,8
2020-02-16,5.5,85,-0.6,8
2020-02-17,1,84,0.8,8
2020-02-18,6.7,83,0.5,8
2020-02-19,-1,87,-6.1,8
2020-02-20,-1,86,-19.9,0
2020-02-21,3.4,85,-2.8,7
2020-02-22,2.4,89,1.3,7
2020-02-23,1.9,85,-0.7,8
2020-02-24,1.6,85,-5,5
2020-02-25,-1,89,-8.7,8
2020-02-26,-1,89,-19.8,0
2020-02-27,-1,88,-13.4,7
2020-02-28,-1,88,-15,8
2020-02-29,-1,88,-20.8,0
2020-03-01,0.3,88,-16.7,8
2020-03-02,-1,87,-11.6,8
2020-03-03,-1,87,-16.8,7
2020-03-04,1.5,87,-16.6,0
2020-03-05,4.9,90,-5.8,7
2020-03-06,0.7,95,-4.1,8
2020-03-07,0.1,96,-2,7
2020-03-08,0.8,94,-0.8,7
2020-03-09,0.4,94,2.4,8
2020-03-10,-1,87,1.9,8
2020-03-11,0.2,86,-1.9,8
2020-03-12,1.5,86,-1,8
2020-03-13,5.4,87,-4.7,8
2020-03-14,-1,93,-13.3,8
2020-03-15,7.3,92,-7.2,0
2020-03-16,0.2,99,-2.2,8
2020-03-17,1.4,99,-3,5
2020-03-18,-1,98,-0.3,8
2020-03-19,-1,99,-5.6,0
2020-03-20,-1,98,-10.8,0
2020-03-21,-1,97,-12.4,0
2020-03-22,-1,97,-5.3,0
2020-03-23,-1,96,-0.5,7
2020-03-24,-1,96,1.7,7
2020-03-25,0.2,95,2.9,6
2020-03-26,-1,93,0.7,1
2020-03-27,-1,93,2.1,0
2020-03-28,2,91,-0.9,0
2020-03-29,-1,92,-6.8,0
2020-03-30,-1,92,-8.1,0
2020-03-31,3.2,92,-8.4,0
2020-04-01,-1,99,-4.8,7
2020-04-02,0.6,99,-6,8
2020-04-03,-1,101,-6.4,6
2020-04-04,-1,99,-9,0
2020-04-05,-1,98,-9.2,1
2020-04-06,-1,97,-6.2,1
2020-04-07,0.3,97,1.5,8
2020-04-08,-1,94,3.5,0
2020-04-09,-1,91,-0.5,6
2020-04-10,-1,91,-3.9,8
2020-04-11,-1,91,-4,0
2020-04-12,5.5,90,-2.5,7
2020-04-13,4.5,96,0.6,8
2020-04-14,7.6,93,-0.3,8
2020-04-15,-1,100,-1.3,9
2020-04-16,2.2,97,-1,7
2020-04-17,3.2,98,1.3,8
2020-04-18,1.8,96,1.5,8
2020-04-19,0.1,93,2.6,8
2020-04-20,0.1,91,3.7,8
2020-04-21,0.3,86,2.4,7
2020-04-22,-1,82,2.3,0
2020-04-23,-1,81,0.2,8
2020-04-24,0.6,80,-2.7,5
2020-04-25,0.2,80,0.1,7
2020-04-26,-1,79,0.5,8
2020-04-27,1.4,79,-0.3,7
2020-04-28,1.9,80,-1.8,2
2020-04-29,-1,80,-2.9,6
2020-04-30,-1,80,-1.4,0
2020-05-01,-1,80,-0.5,0
2020-05-02,-1,78,1.7,1
2020-05-03,3.3,76,3.1,8
2020-05-04,-1,74,3.8,8
2020-05-05,-1,69,5.2,7
2020-05-06,-1,64,3.7,7
2020-05-07,-1,61,3.9,2
2020-05-08,-1,57,1.8,7
2020-05-09,5.5,55,0.7,2
2020-05-10,0.3,55,2.7,0
2020-05-11,0.9,52,1.9,8
2020-05-12,-1,52,1.1,0
2020-05-13,-1,49,2.4,0
2020-05-14,-1,47,2.2,0
2020-05-15,0.6,44,2.6,7
2020-05-16,0.3,42,2.5,6
2020-05-17,-1,39,2.2,7
2020-05-18,1.3,35,3.6,4
2020-05-19,-1,33,3,0
2020-05-20,-1,29,4,8
2020-05-21,-1,23,4.5,2
2020-05-22,-1,18,5.4,0
2020-05-23,-1,12,8.9,0
2020-05-24,-1,-1,9.8,0
2020-05-25,-1,-1,9.4,0
2020-05-26,-1,-1,11.4,2
2020-05-27,6.4,-1,11.1,7
2020-05-28,-1,-1,10.1,8
2020-05-29,0.1,-1,8.8,8
2020-05-30,-1,-1,9,5
2020-05-31,0.5,-1,8.3,7
2020-06-01,-1,-1,12.1,4
2020-06-02,-1,-1,16,2
2020-06-03,-1,-,17.4,0
2020-06-04,1.4,-1,16.9,8
2020-06-05,9.4,-1,11.7,4
2020-06-06,3.3,-1,14.6,8
2020-06-07,-1,-1,13.7,8
2020-06-08,1.3,-1,15.7,7
2020-06-09,-1,-1,15,8
2020-06-10,-1,-1,13,7
2020-06-11,-1,-1,13.4,0
2020-06-12,-1,-1,14.1,1
2020-06-13,-1,-1,17.2,1
2020-06-14,-1,-1,20,0
2020-06-15,2.8,-1,18.8,5
2020-06-16,-1,-1,13.1,8
2020-06-17,-1,-1,16,0
2020-06-18,10.9,-1,16.6,0
2020-06-19,-1,-1,13.6,8
2020-06-20,-1,-1,12.6,0
2020-06-21,-1,-1,16.7,0
2020-06-22,-1,-1,20.3,0
2020-06-23,-1,-1,17.8,0
2020-06-24,0.6,-1,18.5,7
2020-06-25,-1,-1,19.7,4
2020-06-26,-1,-1,19.6,7
2020-06-27,-1,-1,11.8,0
2020-06-28,-1,-1,12.6,7
2020-06-29,0.6,-1,16.2,0
2020-06-30,27,-1,14.2,8
2020-07-01,9.2,-1,12.5,8
2020-07-02,-1,-1,13.2,8
2020-07-03,4.6,-1,10.4,0
2020-07-04,11.9,-1,13.5,8
2020-07-05,2.1,-1,11.6,7
2020-07-06,4.8,-1,12,8
2020-07-07,2.4,-1,13.4,8
2020-07-08,12.7,-1,13.3,8
2020-07-09,1.2,-1,14.2,7
2020-07-10,6.8,-1,12.7,7
2020-07-11,-1,-1,12.5,8
2020-07-12,-1,-1,12.3,7
2020-07-13,14.5,-1,12.2,2
2020-07-14,7.8,-1,11.5,7
2020-07-15,-1,-1,14.1,7
2020-07-16,-1,-1,15.2,8
2020-07-17,-1,-1,17,6
2020-07-18,-1,-1,19.8,0
2020-07-19,-1,-1,19.3,8
2020-07-20,0.2,-1,20.9,7
2020-07-21,-1,-1,21,8
2020-07-22,7,-1,18.4,7
2020-07-23,6.8,-1,16.7,7
2020-07-24,12.5,-1,13.1,8
2020-07-25,-1,-1,15.1,0
2020-07-26,10.9,-1,15.4,1
2020-07-27,-1,-1,17.6,1
2020-07-28,-1,-1,18.1,7
2020-07-29,-1,-1,16.8,3
2020-07-30,-1,-1,15.5,0
2020-07-31,-1,-1,10.9,0
2020-08-01,0.1,-1,13.7,8
2020-08-02,1.1,-1,11.8,5
2020-08-03,-1,-1,14.3,8
2020-08-04,4,-1,14.5,0
2020-08-05,1.8,-1,14.8,8
2020-08-06,-1,-1,16.4,2
2020-08-07,-1,-1,16.2,1
2020-08-08,3.2,-1,17.8,7
2020-08-09,9.4,-1,16.1,7
2020-08-10,1.5,-1,11.4,8
2020-08-11,-1,-1,10.8,8
2020-08-12,1.5,-1,10.8,6
2020-08-13,8.6,-1,13.3,7
2020-08-14,10.7,-1,13.3,8
2020-08-15,-1,-1,14.5,0
2020-08-16,-1,-1,12.3,8
2020-08-17,0.3,-1,9.5,3
2020-08-18,-1,-1,10.6,8
2020-08-19,-1,-1,13.4,1
2020-08-20,0.2,-1,16.6,8
2020-08-21,-1,-1,16.7,7
2020-08-22,0.3,-1,16.5,0
2020-08-23,3.8,-1,15.9,7
2020-08-24,0.3,-1,15.3,2
2020-08-25,-1,-1,11.4,8
2020-08-26,4.2,-1,9.6,8
2020-08-27,2.9,-1,7.5,9
2020-08-28,-1,-1,7.1,0
2020-08-29,1.2,-1,9.9,8
2020-08-30,-1,-1,10,0
2020-08-31,0.7,-1,9.5,7
2020-09-01,-1,-1,9,9
2020-09-02,-1,-1,8.9,0
2020-09-03,-1,-1,9.8,0
2020-09-04,3.8,-1,12.7,0
2020-09-05,4.3,-1,12.9,4
2020-09-06,0.9,-1,11.1,7
2020-09-07,9,-1,9.7,7
2020-09-08,0.7,-1,10,4
2020-09-09,-1,-1,9.8,7
2020-09-10,-1,-1,7.6,7
2020-09-11,-1,-1,6.4,0
2020-09-12,2.3,-1,5.8,0
2020-09-13,-1,-1,8.1,7
2020-09-14,-1,-1,7.4,7
2020-09-15,0.3,-1,7.2,7
2020-09-16,7.2,-1,6,8
2020-09-17,-1,-1,5.9,8
2020-09-18,4,-1,4.3,7
2020-09-19,-1,-1,7.2,1
2020-09-20,4,-1,2.6,0
2020-09-21,3.7,-1,6.7,4
2020-09-22,-1,-1,7.4,7
2020-09-23,0.9,-1,5.6,0
2020-09-24,10.9,-1,9.4,8
2020-09-25,1.9,-1,12,8
2020-09-26,9.5,-1,5.7,0
2020-09-27,4,-1,6.1,8
2020-09-28,-1,-1,8.5,8
2020-09-29,-1,-1,8.2,8
2020-09-30,-1,-1,6.1,8
2020-10-01,-1,-1,9.9,8
2020-10-02,-1,-1,9.8,8
2020-10-03,-1,-1,8.6,8
2020-10-04,-1,-1,7.1,7
2020-10-05,0.5,-1,7.2,8
2020-10-06,2.3,-1,7.1,8
2020-10-07,0.1,-1,8.4,8
2020-10-08,1.9,-1,9.3,8
2020-10-09,5.1,-1,9.6,8
2020-10-10,0.5,-1,8.1,8
2020-10-11,3.8,-1,7.6,8
2020-10-12,0.3,-1,6.2,8
2020-10-13,0.1,-1,3.4,8
2020-10-14,0.7,-1,0.3,0
2020-10-15,0.2,-,1.2,8
2020-10-16,2,-1,1,8
2020-10-17,10.9,-1,0.6,8
2020-10-18,1.5,6,-0.2,8
2020-10-19,-1,6,-1,7
2020-10-20,0.1,5,-2.5,8
2020-10-21,1.8,4,-2.7,8
2020-10-22,9.2,7,-1,8
2020-10-23,1.1,14,-1,8
2020-10-24,0.2,13,-3.4,8
2020-10-25,7.9,11,-2.9,8
2020-10-26,10.2,14,0.2,7
2020-10-27,5.3,8,3.1,8
2020-10-28,2.3,-1,3.2,8
2020-10-29,5.3,-1,5.8,7
2020-10-30,-1,-1,-1.9,8
2020-10-31,1.5,-1,-6.3,0
2020-11-01,1,2,0.9,8
2020-11-02,12.7,-1,3,8
2020-11-03,0.1,-1,5.6,8
2020-11-04,1,-1,4,8
2020-11-05,4.2,-1,2.9,8
2020-11-06,-1,-1,2.7,6
2020-11-07,2,-1,3.3,0
2020-11-08,1.1,-1,-1.1,0
2020-11-09,-1,-1,-0.9,5
2020-11-10,-1,-1,-6.1,7
2020-11-11,-1,-1,-8.4,7
2020-11-12,-1,2,-1.4,8
2020-11-13,0.3,-1,2.3,8
2020-11-14,-1,-1,1.2,8
2020-11-15,0.3,-1,1.2,8
2020-11-16,0.9,-1,1.6,8
2020-11-17,3.3,-1,2.1,8
2020-11-18,4.6,-1,2.2,8
2020-11-19,17,-1,0,5
2020-11-20,0.4,14,-2.8,9
2020-11-21,4,13,-8,0
2020-11-22,1.2,17,-0.1,8
2020-11-23,1,15,-0.1,8
2020-11-24,-1,17,-2.7,8
2020-11-25,5.8,17,-7.8,8
2020-11-26,0.5,23,-2.9,8
2020-11-27,-1,21,-2.3,8
2020-11-28,-1,21,-9,8
2020-11-29,-1,20,-2.9,8
2020-11-30,0.1,20,-2.8,8
2020-12-01,2,19,-1.2,8
2020-12-02,-1,22,-2.9,8
2020-12-03,-1,22,-1.1,8
2020-12-04,2.7,21,-3.3,8
2020-12-05,2.9,23,-1.4,8
2020-12-06,4.3,24,0.6,8
2020-12-07,0.5,22,1.2,8
2020-12-08,0.1,21,-1.8,8
2020-12-09,-1,20,-5.4,8
2020-12-10,-1,20,-2,8
2020-12-11,-1,20,-4.1,8
2020-12-12,1,20,-8.7,8
2020-12-13,0.1,20,-4.5,8
2020-12-14,-1,21,-4.1,8
2020-12-15,4.2,21,-5.3,8
2020-12-16,2.5,27,-4.8,9
2020-12-17,-1,28,-14.1,7
2020-12-18,2.9,28,-14.9,3
2020-12-19,0.8,29,-7.6,8
2020-12-20,1.2,30,-1.3,8
2020-12-21,3.3,27,2.6,8
2020-12-22,0.5,22,0.8,8
2020-12-23,5,22,0.2,8
2020-12-24,1.2,27,-3.5,8
2020-12-25,-1,27,-11.3,8
2020-12-26,-1,27,-19.8,0
2020-12-27,1.2,27,-16.8,7
2020-12-28,-1,28,-5.5,8
