Date,Precipitation amount [mm],Snow depth [cm],Average temperature [°C],cloud_cover_code
2020-12-29,0.4,27,-5.1,8
2020-12-30,0.7,28,-7.6,8
2020-12-31,1.7,26,-4.1,8
2021-01-01,5.6,30,-4.5,8
2021-01-02,-1,37,-5.2,8
2021-01-03,-1,37,-8.7,8
2021-01-04,-1,36,-19.4,8
2021-01-05,-1,35,-15.7,8
2021-01-06,-1,35,-12.6,8
2021-01-07,-1,34,-12,7
2021-01-08,0.1,35,-11.3,8
2021-01-09,-1,36,-13.4,8
2021-01-10,0.1,36,-17.2,8
2021-01-11,-1,36,-18.4,8
2021-01-12,-1,36,-21.9,8
2021-01-13,-1,35,-31.6,0
2021-01-14,0.1,35,-35.7,0
2021-01-15,1.1,36,-18.9,8
2021-01-16,0.1,38,-9.3,8
2021-01-17,-1,37,-7.7,7
2021-01-18,-1,37,-6.7,8
2021-01-19,-1,36,-9.6,8
2021-01-20,-1,36,-24.6,8
2021-01-21,0.6,37,-27,8
2021-01-22,2.3,38,-13.4,7
2021-01-23,4,41,-13.5,7
2021-01-24,0.6,45,-10.7,8
2021-01-25,1,44,-7.1,8
2021-01-26,0.6,45,-6,8
2021-01-27,2.9,45,-8.2,8
2021-01-28,3,46,-10.1,8
2021-01-29,1.8,52,-11.8,8
2021-01-30,4.4,55,-11.3,8
2021-01-31,3.1,62,-11.7,8
2021-02-01,-1,62,-19.1,8
2021-02-02,-1,61,-25.9,8
2021-02-03,0.2,59,-22.2,8
2021-02-04,0.1,59,-17.2,8
2021-02-05,-1,58,-20.5,0
2021-02-06,-1,58,-12,6
2021-02-07,0.1,57,-8.6,7
2021-02-08,-1,55,-14.8,2
2021-02-09,-1,55,-24.8,1
2021-02-10,0.2,54,-18.5,8
2021-02-11,-1,55,-18.3,7
2021-02-12,0.8,55,-15.3,0
2021-02-13,0.2,56,-9.7,8
2021-02-14,-1,56,-13.8,8
2021-02-15,2.3,56,-15.3,0
2021-02-16,-1,58,-23.5,2
2021-02-17,-1,58,-27.6,5
2021-02-18,0.1,57,-22.4,3
2021-02-19,-1,59,-30,0
2021-02-20,0.1,59,-24.1,0
2021-02-21,0.1,58,-20.8,7
2021-02-22,-1,57,-22.1,8
2021-02-23,4.5,58,-16.5,3
2021-02-24,0.4,60,-11.6,8
2021-02-25,0.1,60,-7,8
2021-02-26,0.5,60,-0.2,8
2021-02-27,1.3,59,-2.1,8
2021-02-28,-1,60,-1.5,8
2021-03-01,-1,60,1.8,6
2021-03-02,-1,60,-2.5,8
2021-03-03,0.1,59,-5.8,0
2021-03-04,-1,59,-8.7,8
2021-03-05,-1,59,-13,7
2021-03-06,3.8,59,-11.5,0
2021-03-07,-1,64,-10.5,8
2021-03-08,-1,63,-20.7,8
2021-03-09,-1,63,-24.6,0
2021-03-10,-1,63,-22.1,0
2021-03-11,-1,63,-18.1,0
2021-03-12,-1,63,-8.7,8
2021-03-13,0.3,61,-5.8,8
2021-03-14,0.1,64,-3.7,8
2021-03-15,-1,63,-2,8
2021-03-16,0.2,63,-4.8,8
2021-03-17,0.4,63,-13.2,0
2021-03-18,0.9,64,-12.3,0
2021-03-19,1.2,65,-12.4,0
2021-03-20,5.6,65,-3.3,8
2021-03-21,0.3,73,-2.4,8
2021-03-22,-1,74,-8.6,0
2021-03-23,-1,72,-2.6,7
2021-03-24,-1,70,3.1,7
2021-03-25,-1,66,1.4,0
2021-03-26,-1,65,-3.6,0
2021-03-27,0.1,65,0.1,1
2021-03-28,-1,62,2.2,2
2021-03-29,5.4,59,0.9,4
2021-03-30,0.5,57,1.8,8
2021-03-31,0.8,52,1.7,1
2021-04-01,0.4,49,1,7
2021-04-02,-1,48,-0.4,1
2021-04-03,1.8,47,-0.5,0
2021-04-04,3.6,49,1.4,7
2021-04-05,1.1,48,1.4,8
2021-04-06,-1,46,0,8
2021-04-07,1.4,46,1,7
2021-04-08,-1,47,-0.6,8
2021-04-09,2,46,-1.6,0
2021-04-10,0.2,50,0.5,8
2021-04-11,0.5,49,0.3,7
2021-04-12,9.9,47,0.6,1
2021-04-13,1,59,0.7,8
2021-04-14,-1,54,1,8
2021-04-15,-1,53,1.9,5
2021-04-16,-1,49,3.3,1
2021-04-17,-1,47,3.5,0
2021-04-18,-1,44,3.5,0
2021-04-19,-1,41,4.5,0
2021-04-20,-1,38,4.4,0
2021-04-21,-1,34,3.5,7
2021-04-22,-1,31,3.2,6
2021-04-23,10.6,29,0.9,7
2021-04-24,0.9,33,1.3,8
2021-04-25,6.5,30,1,8
2021-04-26,-1,31,0.4,8
2021-04-27,11.3,31,0.4,7
2021-04-28,-1,44,-1.4,8
2021-04-29,0.7,38,-1.6,8
2021-04-30,0.6,36,-0.9,8
2021-05-01,1.8,37,-2.6,8
2021-05-02,-1,37,-0.8,7
2021-05-03,0.4,34,0.1,7
2021-05-04,-1,34,1.8,1
2021-05-05,0.3,33,-0.4,0
2021-05-06,6.7,33,-0.1,8
2021-05-07,7.4,42,-1.8,8
2021-05-08,-1,52,0.6,8
2021-05-09,-1,40,3,7
2021-05-10,0.1,34,3.1,0
2021-05-11,1.2,32,5.8,8
2021-05-12,-1,28,8.9,8
2021-05-13,1.3,19,12.3,4
2021-05-14,0.2,11,5.2,5
2021-05-15,-1,4,3.7,8
2021-05-16,-1,-1,5.6,8
2021-05-17,-1,-1,10.1,8
2021-05-18,4,-1,9.6,0
2021-05-19,2.1,-1,10.1,2
2021-05-20,0.2,-1,10,0
2021-05-21,10.9,-1,5.7,9
2021-05-22,8.7,-1,2.8,8
2021-05-23,0.1,-1,2.4,7
2021-05-24,-1,-1,4.1,8
2021-05-25,-1,-1,6.1,8
2021-05-26,0.3,-1,5.6,8
2021-05-27,-1,-1,6.4,0
2021-05-28,-1,-1,5.9,8
2021-05-29,-1,-1,2.8,8
2021-05-30,0.2,-1,10,8
2021-05-31,-1,-1,11.9,7
2021-06-01,-1,-1,12.1,7
2021-06-02,-1,-1,16.3,0
2021-06-03,-1,-1,18.3,0
2021-06-04,-1,-1,19.2,1
2021-06-05,0.9,-1,17.4,0
2021-06-06,5.2,-1,13.8,8
2021-06-07,-1,-1,14.7,0
2021-06-08,-1,-1,17,0
2021-06-09,-1,-,17.9,4
2021-06-10,-1,-1,19.1,0
2021-06-11,-1,-1,20.3,0
2021-06-12,0.9,-1,19.6,2
2021-06-13,2.9,-1,13.6,3
2021-06-14,10.1,-1,12.6,1
2021-06-15,6.7,-1,11.1,0
2021-06-16,4,-1,8.3,7
2021-06-17,0.1,-1,12.1,8
2021-06-18,10.5,-1,14.2,8
2021-06-19,3,-1,15.8,8
2021-06-20,3.4,-1,12.9,8
2021-06-21,37.5,-1,14.6,8
2021-06-22,13.4,-1,17.6,7
2021-06-23,11.3,-1,13.1,8
2021-06-24,0.5,-1,13.5,8
2021-06-25,0.2,-1,17,0
2021-06-26,0.5,-1,12.8,7
2021-06-27,-1,-1,13.9,0
2021-06-28,-1,-1,16.9,4
2021-06-29,-1,-1,17.4,0
2021-06-30,-1,-1,14.2,7
2021-07-01,-1,-1,15.7,4
2021-07-02,-1,-1,19.8,0
2021-07-03,-1,-1,18.6,0
2021-07-04,-1,-1,23.1,0
2021-07-05,-1,-1,24.7,0
2021-07-06,0.6,-1,23.8,0
2021-07-07,8.8,-1,20.8,6
2021-07-08,0.3,-1,20.8,4
2021-07-09,-1,-1,20,0
2021-07-10,-1,-1,21.1,8
2021-07-11,0.5,-1,20.7,0
2021-07-12,-1,-1,20.8,7
2021-07-13,-1,-1,20.7,4
2021-07-14,-1,-1,19.2,4
2021-07-15,2.2,-1,18.6,0
2021-07-16,-1,-1,18,7
2021-07-17,-1,-1,17.6,4
2021-07-18,16.8,-1,14.8,0
2021-07-19,4.7,-1,13.5,8
2021-07-20,0.4,-1,10.7,8
2021-07-21,0.9,-1,9.3,6
2021-07-22,0.5,-1,12,8
2021-07-23,-1,-1,9.9,6
2021-07-24,-1,-1,13,0
2021-07-25,0.1,-1,15.5,8
2021-07-26,-1,-1,15.7,8
2021-07-27,2.8,-1,16.2,0
2021-07-28,0.8,-1,19.6,3
2021-07-29,5.1,-1,12.3,6
2021-07-30,0.2,-1,11.3,8
2021-07-31,-1,-1,12.5,8
2021-08-01,2.5,-1,15,1
2021-08-02,-1,-1,14,7
2021-08-03,58.8,-1,8.6,0
2021-08-04,5,-1,8.1,8
2021-08-05,-1,-1,12.7,2
2021-08-06,-1,-1,15.3,8
2021-08-07,-1,-1,15,0
2021-08-08,-1,-1,14.2,0
2021-08-09,2,-1,14,8
2021-08-10,2.2,-1,15.1,8
2021-08-11,4.6,-1,15.5,8
2021-08-12,-1,-1,14.9,0
2021-08-13,3,-1,13.9,0
2021-08-14,3.9,-1,14,0
2021-08-15,0.1,-1,15.2,4
2021-08-16,5.5,-1,10.6,8
2021-08-17,0.4,-1,14.2,8
2021-08-18,4.3,-1,14.1,8
2021-08-19,9.1,-1,14.1,7
2021-08-20,4.5,-1,13.9,4
2021-08-21,3.7,-1,12.5,7
2021-08-22,4.6,-1,8.7,8
2021-08-23,0.2,-1,6,8
2021-08-24,0.1,-1,6.4,8
2021-08-25,-1,-1,7.3,8
2021-08-26,-1,-1,7,8
2021-08-27,-1,-1,6.5,0
2021-08-28,-1,-1,9,0
2021-08-29,-1,-1,8.9,0
2021-08-30,-1,-1,10.9,0
2021-08-31,1.3,-1,10.4,7
2021-09-01,1.1,-1,6.5,1
2021-09-02,2.3,-1,5.8,7
2021-09-03,1.4,-1,6.2,7
2021-09-04,-1,-1,4.8,8
2021-09-05,-1,-1,3.2,0
2021-09-06,1.8,-1,7.2,6
2021-09-07,4.5,-1,9.6,8
2021-09-08,1.4,-1,10.4,8
2021-09-09,0.1,-1,6.7,8
2021-09-10,-1,-1,6,5
2021-09-11,-1,-1,4.7,7
2021-09-12,23.7,-1,6.1,0
2021-09-13,30.6,-1,6.1,8
2021-09-14,-1,-1,5.4,8
2021-09-15,0.1,-1,3.8,8
2021-09-16,-1,-1,3.9,3
2021-09-17,-1,-1,2.6,8
2021-09-18,0.1,-1,4.5,8
2021-09-19,-1,-1,4.4,8
2021-09-20,0.4,-1,3,8
2021-09-21,-1,-1,2.9,8
2021-09-22,-1,-1,1.8,0
2021-09-23,0.1,-1,3.5,8
2021-09-24,-1,-1,7.1,8
2021-09-25,1,-1,6.6,8
2021-09-26,-1,-1,5.1,8
2021-09-27,-1,-1,5.8,3
2021-09-28,-1,-1,4.8,0
2021-09-29,0.1,-1,3.6,0
2021-09-30,-1,-1,6.2,8
2021-10-01,-1,-1,6.2,8
2021-10-02,-1,-1,7.1,8
2021-10-03,-1,-1,6.4,0
2021-10-04,2.2,-1,10.2,7
2021-10-05,1.2,-1,8.9,8
2021-10-06,3.1,-1,9.2,8
2021-10-07,3.1,-1,8.1,8
2021-10-08,4.4,-1,0.9,7
2021-10-09,1.1,-1,5.2,8
2021-10-10,2.4,-1,9.5,8
2021-10-11,1.3,-1,8.3,8
2021-10-12,2,-1,4.9,8
2021-10-13,-1,-1,2.1,6
2021-10-14,1.1,-1,1.4,8
2021-10-15,9.1,-1,5.2,8
2021-10-16,1.6,-1,3.2,8
2021-10-17,4.1,-1,0.4,8
2021-10-18,-1,-1,0.5,8
2021-10-19,-1,-1,-3.7,7
2021-10-20,14.2,-1,-4.3,5
2021-10-21,0.3,16,-1.3,8
2021-10-22,0.1,15,-1.5,8
2021-10-23,-1,15,-6.7,5
2021-10-24,0.4,13,-11.1,0
2021-10-25,10,12,-3.3,7
2021-10-26,6.9,21,-0.6,8
2021-10-27,-1,18,-2,8
2021-10-28,4.2,17,-2.3,8
2021-10-29,0.1,20,1.4,8
2021-10-30,3.9,16,0.1,8
2021-10-31,0.6,12,1.5,8
2021-11-01,0.1,9,1.7,8
2021-11-02,0.1,7,3.3,8
2021-11-03,0.7,3,1.9,8
2021-11-04,6.1,2,0.7,8
2021-11-05,4.5,3,0.9,8
2021-11-06,2.1,2,0.4,8
2021-11-07,-1,4,-5.6,8
2021-11-08,-1,4,-9.9,0
2021-11-09,1.4,4,-8.5,0
2021-11-10,0.5,7,0.9,8
2021-11-11,2.7,3,1,8
2021-11-12,-1,3,-2.3,8
2021-11-13,0.1,3,-7.9,7
2021-11-14,-1,4,-6.9,7
2021-11-15,5.8,5,-5.4,0
2021-11-16,0.4,7,-0.2,8
2021-11-17,0.7,7,0.7,8
2021-11-18,3.6,6,0.5,8
2021-11-19,1.1,6,-3.4,8
2021-11-20,0.1,5,-4.6,8
2021-11-21,-1,7,-5.9,8
2021-11-22,0.1,8,-15.2,0
2021-11-23,3.2,8,-14.3,1
2021-11-24,0.1,12,-9.1,8
2021-11-25,1.2,12,-13.2,7
2021-11-26,-1,12,-13.6,5
2021-11-27,-1,13,-22.8,7
2021-11-28,-1,11,-22.8,4
2021-11-29,-1,13,-21.3,7
2021-11-30,4.6,12,-12.5,7
2021-12-01,5.4,18,-7.7,8
2021-12-02,1.3,26,-6.5,8
2021-12-03,0.2,24,-12.3,3
2021-12-04,-1,24,-22,0
2021-12-05,-1,21,-30.1,0
2021-12-06,-1,21,-26.9,0
2021-12-07,-1,21,-31.3,0
2021-12-08,-1,22,-19.2,5
2021-12-09,-1,22,-15.2,8
2021-12-10,1,21,-13.2,8
2021-12-11,1,22,-7.5,8
2021-12-12,0.5,22,-6.2,8
2021-12-13,1,22,-3.9,7
2021-12-14,1.5,23,-4.3,8
2021-12-15,0.9,22,-2.6,8
2021-12-16,0.3,26,-2.6,7
2021-12-17,3,26,-5.6,8
2021-12-18,0.7,30,-5,8
2021-12-19,-1,29,-10.3,8
2021-12-20,0.1,28,-18.5,0
2021-12-21,-1,28,-17.2,8
2021-12-22,1,27,-13.1,8
2021-12-23,1.5,30,-14.3,8
2021-12-24,0.2,32,-14.1,1
2021-12-25,-1,32,-17.9,7
2021-12-26,-1,31,-19,7
2021-12-27,-1,31,-15,8
2021-12-28,1.7,30,-14.5,8
2021-12-29,1.5,33,-10.5,8
2021-12-30,9.2,33,-4.5,8
2021-12-31,4.6,43,-5.9,8
2022-01-01,-1,47,-10,7
2022-01-02,-1,45,-19.7,3
2022-01-03,-1,43,-27.2,0
2022-01-04,1.8,43,-20.6,1
2022-01-05,1.2,45,-13.3,3
2022-01-06,1.6,49,-16.8,8
2022-01-07,0.5,48,-14.1,1
2022-01-08,0.5,47,-24.4,0
2022-01-09,-1,47,-17.8,7
2022-01-10,-1,45,-28.8,0
2022-01-11,1.4,45,-10.7,8
2022-01-12,3.9,44,-1.6,8
2022-01-13,-1,46,-3.3,8
2022-01-14,0.1,46,-5,5
2022-01-15,0.7,46,-6.5,7
2022-01-16,4.8,46,-1.5,5
2022-01-17,0.1,51,-7.1,8
2022-01-18,0.1,50,-12,0
2022-01-19,0.9,49,0.8,8
2022-01-20,-1,47,-6.5,8
2022-01-21,-1,47,-6.9,8
2022-01-22,0.1,46,-15.9,0
2022-01-23,0.4,46,-2.1,7
2022-01-24,2.2,46,1.2,2
2022-01-25,-1,48,-10.7,8
2022-01-26,0.1,48,-14.6,0
2022-01-27,-1,47,-9.1,8
2022-01-28,0.1,47,-8.6,8
2022-01-29,1.4,48,-12,1
2022-01-30,-1,49,-18.1,7
2022-01-31,-1,49,-26.6,7
2022-02-01,-1,47,-21.3,0
2022-02-02,-1,48,-14.6,8
2022-02-03,0.1,51,-18.1,4
2022-02-04,3.9,52,-21.7,5
2022-02-05,1.1,57,-7.6,8
2022-02-06,1.4,56,-6.9,8
2022-02-07,1.8,56,-6.6,8
2022-02-08,1.7,57,-5.7,8
2022-02-09,0.3,58,-4.2,7
2022-02-10,0.8,58,-3,8
2022-02-11,0.4,58,-5.9,8
2022-02-12,-1,56,-18,4
2022-02-13,2.3,58,-21.5,0
2022-02-14,-1,60,-10.6,8
2022-02-15,-1,59,-25.1,0
2022-02-16,0.6,59,-19.2,3
2022-02-17,3.5,59,-7.7,8
2022-02-18,5.9,61,-3.5,8
2022-02-19,1,65,-4.6,8
2022-02-20,3.6,67,-6.9,8
2022-02-21,-1,72,-14.9,8
2022-02-22,-1,70,-20.9,8
2022-02-23,0.3,68,-20.8,7
2022-02-24,4.2,68,-5.1,8
2022-02-25,0.8,71,-0.5,8
2022-02-26,-1,70,-9,8
2022-02-27,-1,69,-2.1,8
2022-02-28,-1,68,-0.4,1
2022-03-01,-1,68,-3.1,6
2022-03-02,0.4,67,-0.4,9
2022-03-03,-1,66,-2.7,9
2022-03-04,-1,65,-12.6,0
2022-03-05,3.5,65,-9.9,4
2022-03-06,-1,69,-6.2,8
2022-03-07,1.1,68,-13.3,4
2022-03-08,-1,73,-9.8,8
2022-03-09,0.2,69,-8.1,8
2022-03-10,-1,71,-3.1,8
2022-03-11,-1,70,-1.1,7
2022-03-12,-1,68,-1.4,7
2022-03-13,-1,67,-4.7,0
2022-03-14,-1,67,-6.8,0
2022-03-15,-1,66,-8.5,0
2022-03-16,-1,66,-6,0
2022-03-17,-1,65,-2.8,0
2022-03-18,-1,65,-0.2,0
2022-03-19,-1,64,1.9,0
2022-03-20,-1,62,5.5,7
2022-03-21,-1,60,2.4,0
2022-03-22,-1,59,1,0
2022-03-23,0.1,59,1.1,7
2022-03-24,-1,59,-1.5,7
2022-03-25,7,59,-5.9,0
2022-03-26,0.1,70,-6.3,8
2022-03-27,-1,69,-11.4,0
2022-03-28,-1,67,-12.4,1
2022-03-29,0.1,67,-6.8,0
2022-03-30,0.5,65,-4.6,8
2022-03-31,-1,66,-9,7
2022-04-01,-1,66,-8.4,6
2022-04-02,0.3,65,-3.7,8
2022-04-03,-1,64,-5.4,8
2022-04-04,5.1,64,-6.6,8
2022-04-05,3.7,71,-1.9,8
2022-04-06,2.1,74,-0.9,8
2022-04-07,0.2,69,-4.9,8
2022-04-08,4.7,74,-3.1,6
2022-04-09,11.3,76,0.4,8
2022-04-10,-1,75,-0.3,7
2022-04-11,1.9,75,0.2,0
2022-04-12,-1,76,1.2,8
2022-04-13,-1,73,1.2,0
2022-04-14,0.1,72,1,7
2022-04-15,-1,70,0.7,0
2022-04-16,-1,70,1.4,0
2022-04-17,-1,69,4.1,8
2022-04-18,-1,63,5.9,8
2022-04-19,-1,60,6.5,8
2022-04-20,-1,53,4.9,0
2022-04-21,-1,49,6.1,0
2022-04-22,-1,43,3.6,6
2022-04-23,-1,39,2.6,8
2022-04-24,-1,37,3,0
2022-04-25,2.4,33,3.5,8
2022-04-26,-1,31,-1.1,8
2022-04-27,-1,33,-3.8,0
2022-04-28,0.2,32,-1.9,2
2022-04-29,-1,33,-1.3,0
2022-04-30,-1,32,0.1,7
2022-05-01,0.4,32,0.9,1
2022-05-02,5.5,31,1.4,8
2022-05-03,1.3,31,-0.4,8
2022-05-04,-1,31,-0.7,0
2022-05-05,-1,30,2.1,0
2022-05-06,-1,28,6.8,7
2022-05-07,1.1,22,4.9,0
2022-05-08,-1,20,2.9,7
2022-05-09,-1,17,4.7,7
2022-05-10,-1,14,8.8,8
2022-05-11,5.1,-1,5.3,3
2022-05-12,-1,-1,6.7,8
2022-05-13,-1,-1,7.3,0
2022-05-14,-1,-1,8.1,8
2022-05-15,0.4,-1,7.4,8
2022-05-16,0.9,-1,5.7,8
2022-05-17,0.4,-1,2.8,8
2022-05-18,0.5,-1,3.3,8
2022-05-19,-1,-1,2.5,8
2022-05-20,-1,-1,5.4,0
2022-05-21,5.9,-1,7,5
2022-05-22,0.9,-1,4.8,8
2022-05-23,-1,-1,8.1,8
2022-05-24,-1,-1,10,2
2022-05-25,-1,-1,11.4,0
2022-05-26,2.5,-1,10.6,0
2022-05-27,5.5,-1,6.2,8
2022-05-28,7.5,-1,9.1,8
2022-05-29,-1,-1,11.8,7
2022-05-30,-1,-1,12.8,8
2022-05-31,-1,-1,15,7
2022-06-01,0.1,-1,11.8,0
2022-06-02,1.7,-1,14.2,4
2022-06-03,1.5,-1,12.8,8
2022-06-04,0.1,-,12.8,8
2022-06-05,0.6,-1,11.2,7
2022-06-06,-1,-1,10.6,4
2022-06-07,-1,-1,11.3,0
2022-06-08,-1,-1,14,0
2022-06-09,0.1,-1,14.5,7
2022-06-10,-1,-1,14,3
2022-06-11,2.2,-1,15.9,0
2022-06-12,-1,-1,16.2,8
2022-06-13,-1,-1,15,8
2022-06-14,-1,-1,14.8,0
2022-06-15,15.4,-1,12.9,8
2022-06-16,1.9,-1,7.5,8
2022-06-17,-1,-1,8.8,8
2022-06-18,-1,-1,10,7
2022-06-19,-1,-1,9.2,0
2022-06-20,-1,-1,9.1,7
2022-06-21,0.1,-1,13.5,0
2022-06-22,1.5,-1,14.9,7
2022-06-23,5,-1,13.3,0
2022-06-24,-1,-1,17.2,7
2022-06-25,-1,-1,19.7,0
2022-06-26,-1,-1,21.3,2
2022-06-27,-1,-1,15.1,2
2022-06-28,-1,-1,16.6,7
2022-06-29,-1,-1,20.5,0
2022-06-30,-1,-1,23.9,0
2022-07-01,-1,-1,24.9,5
2022-07-02,0.5,-1,23.6,1
2022-07-03,9.9,-1,20.5,0
2022-07-04,-1,-1,18.9,0
2022-07-05,-1,-1,18.9,0
2022-07-06,1.1,-1,17.1,8
2022-07-07,19.8,-1,14.9,8
2022-07-08,0.4,-1,14.3,8
2022-07-09,11.3,-1,14.5,0
2022-07-10,10.3,-1,16.2,8
2022-07-11,3.5,-1,17.4,2
2022-07-12,0.1,-1,18.8,8
2022-07-13,0.9,-1,19.1,8
2022-07-14,2.8,-1,18.5,7
2022-07-15,10.7,-1,16,1
2022-07-16,2,-1,16.7,7
2022-07-17,0.4,-1,14.7,0
2022-07-18,1.9,-1,14.5,8
2022-07-19,-1,-1,14.4,7
2022-07-20,-1,-1,15.5,5
2022-07-21,4,-1,19.4,0
2022-07-22,-1,-1,19.5,8
2022-07-23,-1,-1,16.1,0
2022-07-24,-1,-1,13.6,7
2022-07-25,1.5,-1,15.4,0
2022-07-26,2.8,-1,16.8,8
2022-07-27,3.6,-1,17.6,7
2022-07-28,0.3,-1,14.2,1
2022-07-29,0.5,-1,12.1,7
2022-07-30,6.8,-1,10.6,4
2022-07-31,2.6,-1,13.1,8
2022-08-01,-1,-1,15.8,8
2022-08-02,7.7,-1,14.3,8
2022-08-03,1.1,-1,14.5,7
2022-08-04,0.1,-1,16.4,8
2022-08-05,29.8,-1,17.2,1
2022-08-06,11.5,-1,17,8
2022-08-07,0.7,-1,12.6,7
2022-08-08,1.5,-1,11.8,4
2022-08-09,0.2,-1,14,4
2022-08-10,0.4,-1,16.5,8
2022-08-11,0.7,-1,16.3,5
2022-08-12,-1,-1,13.2,0
2022-08-13,0.1,-1,11.9,0
2022-08-14,-1,-1,14.3,8
2022-08-15,0.1,-1,14.9,0
2022-08-16,-1,-1,19.3,6
2022-08-17,4.1,-1,21.6,7
2022-08-18,-1,-1,16.5,7
2022-08-19,44.7,-1,17.2,7
2022-08-20,-1,-1,20.5,6
2022-08-21,-1,-1,18.8,0
2022-08-22,1.6,-1,16.2,0
2022-08-23,-1,-1,14,0
2022-08-24,-1,-1,11.5,0
2022-08-25,-1,-1,12.3,0
2022-08-26,-1,-1,13.6,0
2022-08-27,0.7,-1,13.8,0
2022-08-28,-1,-1,14.2,8
2022-08-29,0.1,-1,9.6,0
2022-08-30,-1,-1,7.1,7
2022-08-31,0.1,-1,6.5,5
2022-09-01,0.3,-1,5.5,5
2022-09-02,1.2,-1,6.2,6
2022-09-03,0.6,-1,7.3,8
2022-09-04,-1,-1,6.3,7
2022-09-05,-1,-1,9.9,8
2022-09-06,-1,-1,7,7
2022-09-07,-1,-1,3.8,7
2022-09-08,-1,-1,5.5,8
2022-09-09,0.6,-1,6.3,0
2022-09-10,-1,-1,10.1,8
2022-09-11,-1,-1,9.8,1
2022-09-12,0.9,-1,9.6,8
2022-09-13,0.2,-1,9.7,5
2022-09-14,1.2,-1,9.9,8
2022-09-15,8,-1,9.1,8
2022-09-16,6.4,-1,10.1,8
2022-09-17,10.2,-1,9.9,8
2022-09-18,1.6,-1,10,7
2022-09-19,-1,-1,9,8
2022-09-20,-1,-1,6,8
2022-09-21,-1,-1,3.2,0
2022-09-22,0.2,-1,8.2,8
2022-09-23,-1,-1,7.3,8
2022-09-24,-1,-1,5.6,7
2022-09-25,-1,-1,4.4,0
2022-09-26,0.4,-1,6.4,8
2022-09-27,0.6,-1,6.5,8
2022-09-28,0.3,-1,5.9,8
2022-09-29,1.4,-,5.2,0
2022-09-30,0.4,-1,1.9,7
2022-10-01,0.1,-1,2.1,8
2022-10-02,0.2,-1,4.2,8
2022-10-03,-1,-1,6.8,8
2022-10-04,0.6,-1,4.1,7
2022-10-05,2.3,-1,5,8
2022-10-06,4.7,-1,8,8
2022-10-07,6.4,-1,7,0
2022-10-08,0.6,-1,7.4,8
2022-10-09,-1,-1,4.9,7
2022-10-10,0.1,-1,6.4,0
2022-10-11,4.4,-1,8,8
2022-10-12,-1,-1,4.2,8
2022-10-13,1.9,-1,3.6,0
2022-10-14,3.2,-1,6.2,8
2022-10-15,0.4,-1,7,8
2022-10-16,1.6,-1,9,8
2022-10-17,1,-1,4.8,8
2022-10-18,0.1,-1,1.1,8
2022-10-19,-1,-1,1.2,7
2022-10-20,-1,-1,-0.3,7
2022-10-21,-1,-1,-4.5,5
2022-10-22,1.5,-1,1.9,8
2022-10-23,0.3,-1,1.3,8
2022-10-24,-1,-1,-1.6,8
2022-10-25,-1,-1,-3.8,8
2022-10-26,3.5,-1,-1.6,8
2022-10-27,0.2,5,-1.6,8
2022-10-28,2.1,5,-0.5,8
2022-10-29,11.7,-1,3.5,8
2022-10-30,-1,2,-2.2,7
2022-10-31,-1,3,-3.5,0
2022-11-01,-1,3,-1.5,8
2022-11-02,-1,3,-4.2,8
2022-11-03,0.1,3,-1,8
2022-11-04,-1,3,2.1,8
2022-11-05,0.1,-1,2.5,8
2022-11-06,4,-1,-1.6,8
2022-11-07,0.7,5,-0.8,8
2022-11-08,2.8,4,-6.2,8
2022-11-09,0.6,9,-2.4,8
2022-11-10,-1,9,-0.9,8
2022-11-11,9.4,9,0.4,8
2022-11-12,0.7,8,2.2,8
2022-11-13,-1,5,-2.7,8
2022-11-14,0.1,4,-1.5,8
2022-11-15,-1,4,-2.8,8
2022-11-16,-1,5,-4.6,8
2022-11-17,-1,5,-10.4,1
2022-11-18,0.1,5,-7.5,8
2022-11-19,-1,5,-3.9,8
2022-11-20,-1,6,-13.6,8
2022-11-21,-1,6,-17.8,8
2022-11-22,-1,6,-15.2,6
2022-11-23,0.1,6,-6.5,8
2022-11-24,-1,7,-6.1,8
2022-11-25,-1,7,-12.9,0
2022-11-26,-1,7,-7.5,8
2022-11-27,0.1,7,-5.8,8
2022-11-28,-1,6,-5.8,8
2022-11-29,-1,6,-3.4,8
2022-11-30,2.6,6,-3.3,8
2022-12-01,1.2,9,-6.5,8
2022-12-02,0.3,11,-4.9,8
2022-12-03,1.8,10,-4.3,8
2022-12-04,0.3,13,-6.7,8
2022-12-05,5,15,-5.5,8
2022-12-06,1.8,22,-2.8,8
2022-12-07,0.9,24,-3.7,8
2022-12-08,2.2,22,-5.3,1
2022-12-09,0.3,24,-6.5,8
2022-12-10,0.5,23,-7.2,8
2022-12-11,-1,22,-13.3,8
2022-12-12,-1,23,-20.6,7
2022-12-13,3,22,-15.3,0
2022-12-14,0.4,28,-12.5,8
2022-12-15,4.3,25,-13.3,8
2022-12-16,-1,33,-8.7,7
2022-12-17,0.2,30,-4.7,7
2022-12-18,0.9,28,-4.2,8
2022-12-19,1,27,-5.4,8
2022-12-20,3.3,27,-7,8
2022-12-21,0.1,32,-7.2,8
2022-12-22,6.4,30,-7.6,8
2022-12-23,0.2,39,-5.1,8
2022-12-24,0.5,36,-8.3,8
2022-12-25,-1,36,-12,8
2022-12-26,0.8,34,-7,7
